raw,canonical,method,score,at
AI.Fashion,AI.Fashion,passthrough,55.6,2026-08-27T13:13:33Z
MilkRun,MilkRun,passthrough,62.5,2026-08-27T13:13:33Z
Mobius Materials,Mobius Materials,passthrough,48.0,2026-08-27T13:13:33Z
Glimpse,Glimpse,passthrough,50.0,2026-08-27T13:13:33Z
Nestybox,Nestybox,passthrough,44.4,2026-08-27T13:13:33Z
"Warmly,","Warmly,",passthrough,57.1,2026-08-27T13:13:33Z
Clover,Clover,passthrough,66.7,2026-08-27T13:13:33Z
Parrot Software 🦜,Parrot Software 🦜,passthrough,43.5,2026-08-27T13:13:33Z
Hellosaurus,Hellosaurus,passthrough,47.6,2026-08-27T13:13:33Z
Fieldguide,Fieldguide,passthrough,62.5,2026-08-27T13:13:33Z
Heron Data,Heron Data,passthrough,52.6,2026-08-27T13:13:33Z
Clau,Clau,passthrough,54.5,2026-08-27T13:13:33Z
Quell,Quell,passthrough,40.0,2026-08-27T13:13:33Z
Rarebird,Rarebird,passthrough,50.0,2026-08-27T13:13:33Z
Payflow,Payflow,passthrough,42.1,2026-08-27T13:13:33Z
Brevy,Brevy,passthrough,54.5,2026-08-27T13:13:33Z
Degrees of Freedom,Degrees of Freedom,passthrough,41.2,2026-08-27T13:13:33Z
Gonddo,Gonddo,passthrough,50.0,2026-08-27T13:13:33Z
Abacum,Abacum,passthrough,53.3,2026-08-27T13:13:33Z
cloud humans,cloud humans,passthrough,52.6,2026-08-27T13:13:33Z
Trestle Biotherapeutics,Trestle Biotherapeutics,passthrough,45.0,2026-08-27T13:13:33Z
The Third Place,The Third Place,passthrough,53.8,2026-08-27T13:13:33Z
Atomic Industries,Atomic Industries,passthrough,53.8,2026-08-27T13:13:33Z
authzed,authzed,passthrough,44.4,2026-08-27T13:13:33Z
Humaans,Humaans,passthrough,55.6,2026-08-27T13:13:33Z
DreamWorld,DreamWorld,passthrough,44.4,2026-08-27T13:13:33Z
RocketSDR,RocketSDR,passthrough,47.1,2026-08-27T13:13:33Z
Quadrant Eye,Quadrant Eye,passthrough,66.7,2026-08-27T13:13:33Z
SBX Robotics,SBX Robotics,passthrough,38.1,2026-08-27T13:13:33Z
Waypoint,Waypoint,passthrough,50.0,2026-08-27T13:13:33Z
Spokn,Spokn,passthrough,46.2,2026-08-27T13:13:33Z
Finley,Finley,passthrough,50.0,2026-08-27T13:13:33Z
Stacksi,Stacksi,passthrough,58.8,2026-08-27T13:13:33Z
Gigs Live,Gigs Live,passthrough,47.1,2026-08-27T13:13:33Z
arnata,arnata,passthrough,58.8,2026-08-27T13:13:33Z
Pibit.ai,Pibit.ai,passthrough,62.5,2026-08-27T13:13:33Z
Lion Pose,Lion Pose,passthrough,50.0,2026-08-27T13:13:33Z
Vogent,Vogent,passthrough,57.1,2026-08-27T13:13:33Z
SlashAuth,SlashAuth,passthrough,44.4,2026-08-27T13:13:33Z
Moichor,Moichor,passthrough,50.0,2026-08-27T13:13:33Z
Queenly,Queenly,passthrough,47.1,2026-08-27T13:13:33Z
Flux Auto,Flux Auto,passthrough,50.0,2026-08-27T13:13:33Z
Fountain9,Fountain9,passthrough,53.3,2026-08-27T13:13:33Z
Avocado,Avocado,passthrough,46.2,2026-08-27T13:13:33Z
Weekday,Weekday,passthrough,54.5,2026-08-27T13:13:33Z
Pragmatic Leaders (Ankai Inc),Pragmatic Leaders (Ankai Inc),passthrough,45.0,2026-08-27T13:13:33Z
Segments.ai,Segments.ai,passthrough,54.5,2026-08-27T13:13:33Z
Encord,Encord,passthrough,53.3,2026-08-27T13:13:33Z
ClipDrop,ClipDrop,passthrough,42.9,2026-08-27T13:13:33Z
Valink Therapeutics,Valink Therapeutics,passthrough,45.2,2026-08-27T13:13:33Z
Sivo,Sivo,passthrough,50.0,2026-08-27T13:13:33Z
HyperGlue,HyperGlue,passthrough,55.6,2026-08-27T13:13:33Z
Noya,Noya,passthrough,60.0,2026-08-27T13:13:33Z
Cyble,Cyble,passthrough,60.0,2026-08-27T13:13:33Z
Supadock,Supadock,passthrough,50.0,2026-08-27T13:13:33Z
Expent Inc,Expent Inc,passthrough,54.5,2026-08-27T13:13:33Z
Version Story Compare,Version Story Compare,passthrough,52.6,2026-08-27T13:13:33Z
Per Diem,Per Diem,passthrough,58.8,2026-08-27T13:13:33Z
Promoted.ai,Promoted.ai,passthrough,55.6,2026-08-27T13:13:33Z
Emerge Tools,Emerge Tools,passthrough,52.2,2026-08-27T13:13:33Z
Parsagon,Parsagon,passthrough,47.1,2026-08-27T13:13:33Z
Alinea,Alinea,passthrough,61.5,2026-08-27T13:13:33Z
Vapi,Vapi,passthrough,57.1,2026-08-27T13:13:33Z
Quadrant Health,Quadrant Health,passthrough,57.1,2026-08-27T13:13:33Z
Mindee,Mindee,passthrough,62.5,2026-08-27T13:13:33Z
Pangea.app,Pangea.app,passthrough,47.1,2026-08-27T13:13:33Z
Anima,Anima,passthrough,66.7,2026-08-27T13:13:33Z
Popl,Popl,passthrough,44.4,2026-08-27T13:13:33Z
Fathom,Fathom,passthrough,53.3,2026-08-27T13:13:33Z
True3D,True3D,passthrough,40.0,2026-08-27T13:13:33Z
FirstSupport.ai,FirstSupport.ai,passthrough,58.3,2026-08-27T13:13:33Z
Rinsed,Rinsed,passthrough,47.1,2026-08-27T13:13:33Z
Greywing,Greywing,passthrough,47.1,2026-08-27T13:13:33Z
LiveFlow,LiveFlow,passthrough,47.6,2026-08-27T13:13:33Z
Aurabeat,Aurabeat,passthrough,53.3,2026-08-27T13:13:33Z
Invoid,Invoid,passthrough,47.1,2026-08-27T13:13:33Z
Datrics,Datrics,passthrough,82.4,2026-08-27T13:13:33Z
Sendbox,Sendbox,passthrough,54.5,2026-08-27T13:13:33Z
LightTwist,LightTwist,passthrough,42.1,2026-08-27T13:13:33Z
LogisticsOS,LogisticsOS,passthrough,41.7,2026-08-27T13:13:33Z
OpenCode,OpenCode,passthrough,66.7,2026-08-27T13:13:33Z
Flextock,Flextock,passthrough,55.6,2026-08-27T13:13:33Z
Topline Pro,Topline Pro,passthrough,50.0,2026-08-27T13:13:33Z
Quicknode,Quicknode,passthrough,50.0,2026-08-27T13:13:33Z
Codingal,Codingal,passthrough,61.5,2026-08-27T13:13:33Z
Nimbus,Nimbus,passthrough,72.7,2026-08-27T13:13:33Z
Tractian,Tractian,passthrough,53.3,2026-08-27T13:13:33Z
Enable Us,Enable Us,passthrough,52.6,2026-08-27T13:13:33Z
Platypus,Platypus,passthrough,47.1,2026-08-27T13:13:33Z
clicOH,clicOH,passthrough,53.3,2026-08-27T13:13:33Z
Milk Video,Milk Video,passthrough,43.5,2026-08-27T13:13:33Z
Simplify,Simplify,passthrough,58.8,2026-08-27T13:13:33Z
InpharmD,InpharmD,passthrough,50.0,2026-08-27T13:13:33Z
Tint,Tint,passthrough,54.5,2026-08-27T13:13:33Z
Finantier,Finantier,passthrough,50.0,2026-08-27T13:13:33Z
unSurvey,unSurvey,passthrough,57.1,2026-08-27T13:13:33Z
ZOKO,ZOKO,passthrough,40.0,2026-08-27T13:13:33Z
TaoFi,TaoFi,passthrough,50.0,2026-08-27T13:13:33Z
Launcher Labs,Launcher Labs,passthrough,63.6,2026-08-27T13:13:33Z
Reclaim Protocol,Reclaim Protocol,passthrough,46.2,2026-08-27T13:13:33Z
Slash,Slash,passthrough,50.0,2026-08-27T13:13:33Z
Seer,Seer,passthrough,60.0,2026-08-27T13:13:33Z
Feroot Security,Feroot Security,passthrough,48.0,2026-08-27T13:13:33Z
Biodock,Biodock,passthrough,47.1,2026-08-27T13:13:33Z
Venu AI,Venu AI,passthrough,71.4,2026-08-27T13:13:33Z
Compose.ai,Compose.ai,passthrough,70.6,2026-08-27T13:13:33Z
Lamar Health,Lamar Health,passthrough,52.6,2026-08-27T13:13:33Z
Soraban,Soraban,passthrough,62.5,2026-08-27T13:13:33Z
Z1,Z1,passthrough,33.3,2026-08-27T13:13:33Z
Mono,Mono,passthrough,50.0,2026-08-27T13:13:33Z
Codeball,Codeball,passthrough,61.5,2026-08-27T13:13:33Z
Pagaloop,Pagaloop,passthrough,44.4,2026-08-27T13:13:33Z
Chatwoot,Chatwoot,passthrough,57.1,2026-08-27T13:13:33Z
Dataherald,Dataherald,passthrough,50.0,2026-08-27T13:13:33Z
Alpas,Alpas,passthrough,57.1,2026-08-27T13:13:33Z
Rejoy Health,Rejoy Health,passthrough,55.6,2026-08-27T13:13:33Z
Treinta,Treinta,passthrough,54.5,2026-08-27T13:13:33Z
Spline,Spline,passthrough,57.1,2026-08-27T13:13:33Z
BusinessOnBot,BusinessOnBot,passthrough,50.0,2026-08-27T13:13:33Z
Gigs,Gigs,passthrough,40.0,2026-08-27T13:13:33Z
Friz,Friz,passthrough,46.2,2026-08-27T13:13:33Z
Mystic,Mystic,passthrough,53.3,2026-08-27T13:13:33Z
Navattic,Navattic,passthrough,50.0,2026-08-27T13:13:33Z
Estoca,Estoca,passthrough,54.5,2026-08-27T13:13:33Z
Jiga,Jiga,passthrough,46.2,2026-08-27T13:13:33Z
Vendease,Vendease,passthrough,55.6,2026-08-27T13:13:33Z
MarqVision,MarqVision,passthrough,47.1,2026-08-27T13:13:33Z
Turing College,Turing College,passthrough,53.8,2026-08-27T13:13:33Z
Routine,Routine,passthrough,57.1,2026-08-27T13:13:33Z
boitas.com,boitas.com,passthrough,63.2,2026-08-27T13:13:33Z
Moonvalley,Moonvalley,passthrough,53.3,2026-08-27T13:13:33Z
MindPortal,MindPortal,passthrough,58.8,2026-08-27T13:13:33Z
Waydev,Waydev,passthrough,72.7,2026-08-27T13:13:33Z
Triomics,Triomics,passthrough,58.8,2026-08-27T13:13:33Z
Clear,Clear,passthrough,66.7,2026-08-27T13:13:33Z
H3X Technologies,H3X Technologies,passthrough,85.7,2026-08-27T13:13:33Z
SwiftSku,SwiftSku,passthrough,50.0,2026-08-27T13:13:33Z
PipeBio,PipeBio,passthrough,55.6,2026-08-27T13:13:33Z
Terra API,Terra API,passthrough,63.2,2026-08-27T13:13:33Z
AXAR AI,AXAR AI,passthrough,72.7,2026-08-27T13:13:33Z
Ollama,Ollama,passthrough,62.5,2026-08-27T13:13:33Z
Humance,Humance,passthrough,55.6,2026-08-27T13:13:33Z
Midjourney,Midjourney,exact,100.0,2026-08-27T13:13:33Z
Meru.com,Meru.com,passthrough,70.6,2026-08-27T13:13:33Z
Nano Technologies,Nano Technologies,passthrough,85.7,2026-08-27T13:13:33Z
Openlayer,Openlayer,passthrough,66.7,2026-08-27T13:13:33Z
Slope,Slope,passthrough,60.0,2026-08-27T13:13:33Z
Epsilon3,Epsilon3,passthrough,50.0,2026-08-27T13:13:33Z
Blixo,Blixo,passthrough,44.4,2026-08-27T13:13:33Z
Artillery,Artillery,passthrough,53.3,2026-08-27T13:13:33Z
Legion Health,Legion Health,passthrough,53.8,2026-08-27T13:13:33Z
Odys Aviation,Odys Aviation,passthrough,50.0,2026-08-27T13:13:33Z
Superwall,Superwall,passthrough,55.6,2026-08-27T13:13:33Z
Mindstate Design Labs,Mindstate Design Labs,passthrough,61.5,2026-08-27T13:13:33Z
Serif Health,Serif Health,passthrough,52.2,2026-08-27T13:13:33Z
Deskimo,Deskimo,passthrough,57.1,2026-08-27T13:13:33Z
Abstra,Abstra,passthrough,62.5,2026-08-27T13:13:33Z
Carbonfact,Carbonfact,passthrough,57.1,2026-08-27T13:13:33Z
Varos,Varos,passthrough,44.4,2026-08-27T13:13:33Z
Concord Materials,Concord Materials,passthrough,50.0,2026-08-27T13:13:33Z
Jestor,Jestor,passthrough,50.0,2026-08-27T13:13:33Z
Potion,Potion,passthrough,57.1,2026-08-27T13:13:33Z
Rootly,Rootly,passthrough,50.0,2026-08-27T13:13:33Z
Replo,Replo,passthrough,57.1,2026-08-27T13:13:33Z
FirstQuadrant,FirstQuadrant,passthrough,63.2,2026-08-27T13:13:33Z
Buzzle,Buzzle,passthrough,54.5,2026-08-27T13:13:33Z
Kalam Labs,Kalam Labs,passthrough,73.7,2026-08-27T13:13:33Z
Affogato AI,Affogato AI,passthrough,66.7,2026-08-27T13:13:33Z
Mailmodo,Mailmodo,passthrough,53.3,2026-08-27T13:13:33Z
Coulomb AI,Coulomb AI,passthrough,66.7,2026-08-27T13:13:33Z
ODWEN,ODWEN,passthrough,54.5,2026-08-27T13:13:33Z
Confido,Confido,passthrough,61.5,2026-08-27T13:13:33Z
Instalab,Instalab,passthrough,70.6,2026-08-27T13:13:33Z
Instacrops,Instacrops,passthrough,52.6,2026-08-27T13:13:33Z
Zaz OS,Zaz OS,passthrough,40.0,2026-08-27T13:13:33Z
Parallel Bio,Parallel Bio,passthrough,50.0,2026-08-27T13:13:33Z
BLUUMBIO,BLUUMBIO,passthrough,52.6,2026-08-27T13:13:33Z
Swipe,Swipe,passthrough,54.5,2026-08-27T13:13:33Z
Neodocs,Neodocs,passthrough,46.2,2026-08-27T13:13:33Z
MobileBoost,MobileBoost,passthrough,44.4,2026-08-27T13:13:33Z
RGI Labs,RGI Labs,passthrough,70.6,2026-08-27T13:13:33Z
Sleek,Sleek,passthrough,60.0,2026-08-27T13:13:33Z
Soco,Soco,passthrough,66.7,2026-08-27T13:13:33Z
Bite Ninja,Bite Ninja,passthrough,47.1,2026-08-27T13:13:33Z
Anakin,Anakin,passthrough,66.7,2026-08-27T13:13:33Z
SnapCalorie,SnapCalorie,passthrough,62.5,2026-08-27T13:13:33Z
Lago,Lago,passthrough,50.0,2026-08-27T13:13:33Z
Dailybot,Dailybot,passthrough,47.6,2026-08-27T13:13:33Z
Tablevibe,Tablevibe,passthrough,62.5,2026-08-27T13:13:33Z
Lariat Data,Lariat Data,passthrough,60.9,2026-08-27T13:13:33Z
Patterns,Patterns,passthrough,52.6,2026-08-27T13:13:33Z
Tavus,Tavus,passthrough,42.9,2026-08-27T13:13:33Z
Konta.com,Konta.com,passthrough,73.7,2026-08-27T13:13:33Z
SafeBeat,SafeBeat,passthrough,53.3,2026-08-27T13:13:33Z
trii,trii,passthrough,46.2,2026-08-27T13:13:33Z
Verihubs,Verihubs,passthrough,50.0,2026-08-27T13:13:33Z
Secoda,Secoda,passthrough,66.7,2026-08-27T13:13:33Z
Kaya,Kaya,passthrough,54.5,2026-08-27T13:13:33Z
Aqua,Aqua,passthrough,54.5,2026-08-27T13:13:33Z
SalaryBox,SalaryBox,passthrough,50.0,2026-08-27T13:13:33Z
Redbean,Redbean,passthrough,54.5,2026-08-27T13:13:33Z
Sentiyen,Sentiyen,passthrough,47.1,2026-08-27T13:13:33Z
Jovian,Jovian,passthrough,66.7,2026-08-27T13:13:33Z
Hyperbrowser,Hyperbrowser,passthrough,50.0,2026-08-27T13:13:33Z
SenpAI.GG,SenpAI.GG,passthrough,53.3,2026-08-27T13:13:33Z
Pluggy,Pluggy,passthrough,40.0,2026-08-27T13:13:33Z
Perfekto,Perfekto,passthrough,55.6,2026-08-27T13:13:33Z
AI Tech Packs,AI Tech Packs,passthrough,66.7,2026-08-27T13:13:33Z
Warpfy,Warpfy,passthrough,54.5,2026-08-27T13:13:33Z
Tiriel AI,Tiriel AI,passthrough,66.7,2026-08-27T13:13:33Z
Cloudanix,Cloudanix,passthrough,53.3,2026-08-27T13:13:33Z
DigiBuild,DigiBuild,passthrough,44.4,2026-08-27T13:13:33Z
OneStopKitchen,OneStopKitchen,passthrough,52.2,2026-08-27T13:13:33Z
Cero,Cero,passthrough,60.0,2026-08-27T13:13:33Z
WarpBuild,WarpBuild,passthrough,57.1,2026-08-27T13:13:33Z
MindFi,MindFi,passthrough,57.1,2026-08-27T13:13:33Z
Scispot,Scispot,passthrough,46.2,2026-08-27T13:13:33Z
Mable,Mable,passthrough,60.0,2026-08-27T13:13:33Z
LemFi,LemFi,passthrough,50.0,2026-08-27T13:13:33Z
Coinrule,Coinrule,passthrough,57.1,2026-08-27T13:13:33Z
Sequin,Sequin,passthrough,60.0,2026-08-27T13:13:33Z
Malloc Inc,Malloc Inc,passthrough,54.5,2026-08-27T13:13:33Z
Milky Way AI,Milky Way AI,passthrough,66.7,2026-08-27T13:13:33Z
Whalesync,Whalesync,passthrough,53.3,2026-08-27T13:13:33Z
ShipBlu,ShipBlu,passthrough,50.0,2026-08-27T13:13:33Z
GetDot,GetDot,passthrough,50.0,2026-08-27T13:13:33Z
CoLoop,CoLoop,passthrough,50.0,2026-08-27T13:13:33Z
Miniloop,Miniloop,passthrough,44.4,2026-08-27T13:13:33Z
OneSchema,OneSchema,passthrough,53.3,2026-08-27T13:13:33Z
Stardex,Stardex,passthrough,50.0,2026-08-27T13:13:33Z
Forage Mail,Forage Mail,passthrough,54.5,2026-08-27T13:13:33Z
Aleph Solutions (Alephee),Aleph Solutions (Alephee),passthrough,72.0,2026-08-27T13:13:33Z
Vinco,Vinco,passthrough,61.5,2026-08-27T13:13:33Z
Protex AI,Protex AI,passthrough,66.7,2026-08-27T13:13:33Z
Freterium,Freterium,passthrough,50.0,2026-08-27T13:13:33Z
Mine,Mine,passthrough,57.1,2026-08-27T13:13:33Z
Harmonic Discovery,Harmonic Discovery,passthrough,46.7,2026-08-27T13:13:33Z
Flowly,Flowly,passthrough,40.0,2026-08-27T13:13:33Z
Zensors,Zensors,passthrough,46.2,2026-08-27T13:13:33Z
Evidently AI,Evidently AI,passthrough,66.7,2026-08-27T13:13:33Z
Heimdal,Heimdal,passthrough,66.7,2026-08-27T13:13:33Z
aSim,aSim,passthrough,57.1,2026-08-27T13:13:33Z
Adaptyv,Adaptyv,passthrough,66.7,2026-08-27T13:13:33Z
Spark Studio,Spark Studio,passthrough,52.6,2026-08-27T13:13:33Z
Meticulous,Meticulous,passthrough,44.4,2026-08-27T13:13:33Z
Mentum,Mentum,passthrough,46.2,2026-08-27T13:13:33Z
outloud.ai,outloud.ai,passthrough,50.0,2026-08-27T13:13:33Z
Writesonic,Writesonic,passthrough,47.6,2026-08-27T13:13:33Z
Matrubials,Matrubials,passthrough,58.8,2026-08-27T13:13:33Z
Float,Float,passthrough,44.4,2026-08-27T13:13:33Z
Mach9,Mach9,passthrough,44.4,2026-08-27T13:13:33Z
Revery AI,Revery AI,passthrough,77.8,2026-08-27T13:13:33Z
Tenyks,Tenyks,passthrough,42.9,2026-08-27T13:13:33Z
Adni,Adni,passthrough,57.1,2026-08-27T13:13:33Z
Telmai,Telmai,passthrough,60.0,2026-08-27T13:13:33Z
Hudson Labs (formerly Bedrock AI),Hudson Labs (formerly Bedrock AI),passthrough,82.4,2026-08-27T13:13:33Z
Waterplan,Waterplan,passthrough,52.6,2026-08-27T13:13:33Z
Ferveret,Ferveret,passthrough,50.0,2026-08-27T13:13:33Z
Zuma,Zuma,passthrough,75.0,2026-08-27T13:13:33Z
Vibe Kanban,Vibe Kanban,passthrough,55.6,2026-08-27T13:13:33Z
Caire Health,Caire Health,passthrough,54.5,2026-08-27T13:13:33Z
Baubap,Baubap,passthrough,46.2,2026-08-27T13:13:33Z
Shape,Shape,passthrough,60.0,2026-08-27T13:13:33Z
idemeum,idemeum,passthrough,57.1,2026-08-27T13:13:33Z
Byte Kitchen,Byte Kitchen,passthrough,50.0,2026-08-27T13:13:33Z
StrideQ,StrideQ,passthrough,50.0,2026-08-27T13:13:33Z
ContraForce,ContraForce,passthrough,50.0,2026-08-27T13:13:33Z
Output Biosciences,Output Biosciences,passthrough,41.2,2026-08-27T13:13:33Z
CellChorus,CellChorus,passthrough,44.4,2026-08-27T13:13:33Z
Hirebolt,Hirebolt,passthrough,47.1,2026-08-27T13:13:33Z
Opkit,Opkit,passthrough,54.5,2026-08-27T13:13:33Z
Squire.ai,Squire.ai,passthrough,66.7,2026-08-27T13:13:33Z
SFA Therapeutics,SFA Therapeutics,passthrough,56.0,2026-08-27T13:13:33Z
Spoken,Spoken,passthrough,50.0,2026-08-27T13:13:33Z
Bytebot,Bytebot,passthrough,42.1,2026-08-27T13:13:33Z
BlackOakTV,BlackOakTV,passthrough,45.5,2026-08-27T13:13:33Z
Adravision,Adravision,passthrough,53.8,2026-08-27T13:13:33Z
Medium Biosciences,Medium Biosciences,passthrough,47.1,2026-08-27T13:13:33Z
FirstIgnite,FirstIgnite,passthrough,52.2,2026-08-27T13:13:33Z
Verano Health,Verano Health,passthrough,50.0,2026-08-27T13:13:33Z
Stepful,Stepful,passthrough,42.9,2026-08-27T13:13:33Z
Satsuma,Satsuma,passthrough,62.5,2026-08-27T13:13:33Z
Nash,Nash,passthrough,46.2,2026-08-27T13:13:33Z
Lightly,Lightly,passthrough,50.0,2026-08-27T13:13:33Z
Pide Directo,Pide Directo,passthrough,50.0,2026-08-27T13:13:33Z
Safer Management,Safer Management,passthrough,44.4,2026-08-27T13:13:33Z
Exa,Exa,passthrough,66.7,2026-08-27T13:13:33Z
Sully.ai,Sully.ai,passthrough,60.0,2026-08-27T13:13:33Z
Mecho Autotech,Mecho Autotech,passthrough,48.0,2026-08-27T13:13:33Z
Andi,Andi,passthrough,66.7,2026-08-27T13:13:33Z
Emerge Career,Emerge Career,passthrough,48.3,2026-08-27T13:13:33Z
Attack Capital,Attack Capital,passthrough,50.0,2026-08-27T13:13:33Z
Uberduck,Uberduck,passthrough,44.4,2026-08-27T13:13:33Z
Keylika,Keylika,passthrough,54.5,2026-08-27T13:13:33Z
Compra Rápida,Compra Rápida,passthrough,54.5,2026-08-27T13:13:33Z
SilkChart,SilkChart,passthrough,57.1,2026-08-27T13:13:33Z
TigerEye,TigerEye,passthrough,57.1,2026-08-27T13:13:33Z
Redbird,Redbird,passthrough,53.3,2026-08-27T13:13:33Z
Agave,Agave,passthrough,60.0,2026-08-27T13:13:33Z
Strac,Strac,passthrough,66.7,2026-08-27T13:13:33Z
Pelm,Pelm,passthrough,50.0,2026-08-27T13:13:33Z
Moots,Moots,passthrough,54.5,2026-08-27T13:13:33Z
Capuchin,Capuchin,passthrough,58.8,2026-08-27T13:13:33Z
Sieve,Sieve,passthrough,46.2,2026-08-27T13:13:33Z
PolicyFly,PolicyFly,passthrough,44.4,2026-08-27T13:13:33Z
Lumina,Lumina,passthrough,80.0,2026-08-27T13:13:33Z
Trellus,Trellus,passthrough,47.1,2026-08-27T13:13:33Z
WeReno,WeReno,passthrough,50.0,2026-08-27T13:13:33Z
Rosebud Biosciences,Rosebud Biosciences,passthrough,40.0,2026-08-27T13:13:33Z
VantedgeAI,VantedgeAI,passthrough,55.6,2026-08-27T13:13:33Z
Starling,Starling,passthrough,58.8,2026-08-27T13:13:33Z
Momento,Momento,passthrough,47.1,2026-08-27T13:13:33Z
PromptLoop,PromptLoop,passthrough,40.0,2026-08-27T13:13:33Z
Actipulse Neuroscience,Actipulse Neuroscience,passthrough,45.7,2026-08-27T13:13:33Z
Craniometrix,Craniometrix,passthrough,52.2,2026-08-27T13:13:33Z
Cherry Recommends,Cherry Recommends,passthrough,59.3,2026-08-27T13:13:33Z
Cozmo AI,Cozmo AI,passthrough,66.7,2026-08-27T13:13:33Z
Gencraft,Gencraft,passthrough,47.1,2026-08-27T13:13:33Z
Looq AI,Looq AI,passthrough,66.7,2026-08-27T13:13:33Z
Vexub,Vexub,passthrough,40.0,2026-08-27T13:13:33Z
Hostinger Reach,Hostinger Reach,passthrough,46.2,2026-08-27T13:13:33Z
Teal Resume Builder,Teal Resume Builder,passthrough,41.4,2026-08-27T13:13:33Z
Trade Ideas,Trade Ideas,passthrough,55.6,2026-08-27T13:13:33Z
Drafthorse AI,Drafthorse AI,passthrough,66.7,2026-08-27T13:13:33Z
Wistia Remix,Wistia Remix,passthrough,54.5,2026-08-27T13:13:33Z
AI Text Humanizer,AI Text Humanizer,passthrough,66.7,2026-08-27T13:13:33Z
AI Prompt Library,AI Prompt Library,passthrough,66.7,2026-08-27T13:13:33Z
Angry Email Translator,Angry Email Translator,passthrough,50.0,2026-08-27T13:13:33Z
Eightfold,Eightfold,passthrough,41.7,2026-08-27T13:13:33Z
EbSynth,EbSynth,passthrough,62.5,2026-08-27T13:13:33Z
Shopify,Shopify,passthrough,50.0,2026-08-27T13:13:33Z
Arya.ai,Arya.ai,passthrough,75.0,2026-08-27T13:13:33Z
Xano,Xano,passthrough,57.1,2026-08-27T13:13:33Z
Lumana,Lumana,passthrough,80.0,2026-08-27T13:13:33Z
MimicPC,MimicPC,passthrough,42.9,2026-08-27T13:13:33Z
Sapien,Sapien,passthrough,61.5,2026-08-27T13:13:33Z
Ella by Novella,Ella by Novella,passthrough,50.0,2026-08-27T13:13:33Z
DaVinci Resolve,DaVinci Resolve,passthrough,52.2,2026-08-27T13:13:33Z
Scalenut,Scalenut,passthrough,76.9,2026-08-27T13:13:33Z
Twistly,Twistly,passthrough,57.1,2026-08-27T13:13:33Z
Intellemo,Intellemo,passthrough,60.0,2026-08-27T13:13:33Z
Storycraft,Storycraft,passthrough,63.2,2026-08-27T13:13:33Z
RowSpeak,RowSpeak,passthrough,57.1,2026-08-27T13:13:33Z
Flowstep,Flowstep,passthrough,37.5,2026-08-27T13:13:33Z
GPT Engineer,GPT Engineer,passthrough,66.7,2026-08-27T13:13:33Z
HubSpot AEO,HubSpot AEO,passthrough,50.0,2026-08-27T13:13:33Z
Code Genius,Code Genius,passthrough,66.7,2026-08-27T13:13:33Z
Kustomer,Kustomer,passthrough,57.1,2026-08-27T13:13:33Z
Quizlet,Quizlet,passthrough,47.1,2026-08-27T13:13:33Z
Instories,Instories,passthrough,55.6,2026-08-27T13:13:33Z
Final Touch,Final Touch,passthrough,47.6,2026-08-27T13:13:33Z
Artigen Pro AI,Artigen Pro AI,passthrough,66.7,2026-08-27T13:13:33Z
Book AI Writer,Book AI Writer,passthrough,66.7,2026-08-27T13:13:33Z
VEED.IO,VEED.IO,passthrough,55.6,2026-08-27T13:13:33Z
Smartsheet,Smartsheet,passthrough,52.6,2026-08-27T13:13:33Z
MeetGeek,MeetGeek,passthrough,50.0,2026-08-27T13:13:33Z
Box,Box,passthrough,33.3,2026-08-27T13:13:33Z
PhotoTag.ai,PhotoTag.ai,passthrough,54.5,2026-08-27T13:13:33Z
Lucidpic,Lucidpic,passthrough,42.9,2026-08-27T13:13:33Z
BeeDone,BeeDone,passthrough,53.3,2026-08-27T13:13:33Z
Redactable,Redactable,passthrough,55.6,2026-08-27T13:13:33Z
Huntr,Huntr,passthrough,44.4,2026-08-27T13:13:33Z
GAJIX,GAJIX,passthrough,66.7,2026-08-27T13:13:33Z
Bagoodex,Bagoodex,passthrough,47.1,2026-08-27T13:13:33Z
Trint,Trint,passthrough,57.1,2026-08-27T13:13:33Z
Tripplanner,Tripplanner,passthrough,55.6,2026-08-27T13:13:33Z
Freshchat,Freshchat,passthrough,55.6,2026-08-27T13:13:33Z
Dubs,Dubs,passthrough,44.4,2026-08-27T13:13:33Z
MarsX,MarsX,passthrough,44.4,2026-08-27T13:13:33Z
Thumbly,Thumbly,passthrough,50.0,2026-08-27T13:13:33Z
Hirevue,Hirevue,passthrough,61.5,2026-08-27T13:13:33Z
FusionAds.ai,FusionAds.ai,passthrough,56.0,2026-08-27T13:13:33Z
Haiper,Haiper,passthrough,66.7,2026-08-27T13:13:33Z
Quizgecko,Quizgecko,passthrough,52.2,2026-08-27T13:13:33Z
Magic Studio,Magic Studio,passthrough,63.2,2026-08-27T13:13:33Z
Paradox,Paradox,passthrough,47.1,2026-08-27T13:13:33Z
AI Flashcard Maker by Coursebox,AI Flashcard Maker by Coursebox,passthrough,66.7,2026-08-27T13:13:33Z
X-Design,X-Design,passthrough,50.0,2026-08-27T13:13:33Z
Runware,Runware,passthrough,76.9,2026-08-27T13:13:33Z
Mumble Note,Mumble Note,passthrough,50.0,2026-08-27T13:13:33Z
Vance Video AI,Vance Video AI,passthrough,66.7,2026-08-27T13:13:33Z
ActiveCampaign AI,ActiveCampaign AI,passthrough,66.7,2026-08-27T13:13:33Z
